2026-08-09 00:11:50,162 | INFO | __main__ | --- Processing Input Query: 'What is 2 + 2?' ---
2026-08-09 00:11:51,538 | INFO | nemoguardrails.actions.action_dispatcher | Initializing action dispatcher
2026-08-09 00:11:51,546 | INFO | nemoguardrails.actions.action_dispatcher | Added create_event to actions
2026-08-09 00:11:51,549 | INFO | nemoguardrails.actions.action_dispatcher | Added wolfram alpha request to actions
2026-08-09 00:11:51,553 | INFO | nemoguardrails.actions.action_dispatcher | Added retrieve_relevant_chunks to actions
2026-08-09 00:11:51,596 | INFO | nemoguardrails.actions.action_dispatcher | Added call_activefence_api to actions
2026-08-09 00:11:51,600 | INFO | nemoguardrails.actions.action_dispatcher | Added ai_defense_inspect to actions
2026-08-09 00:11:51,605 | INFO | nemoguardrails.actions.action_dispatcher | Added GetAttentionPercentageAction to actions
2026-08-09 00:11:51,605 | INFO | nemoguardrails.actions.action_dispatcher | Added UpdateAttentionMaterializedViewAction to actions
2026-08-09 00:11:51,611 | INFO | nemoguardrails.actions.action_dispatcher | Added autoalign_factcheck_output_api to actions
2026-08-09 00:11:51,611 | INFO | nemoguardrails.actions.action_dispatcher | Added autoalign_groundedness_output_api to actions
2026-08-09 00:11:51,612 | INFO | nemoguardrails.actions.action_dispatcher | Added autoalign_input_api to actions
2026-08-09 00:11:51,612 | INFO | nemoguardrails.actions.action_dispatcher | Added autoalign_output_api to actions
2026-08-09 00:11:51,640 | INFO | nemoguardrails.actions.action_dispatcher | Added ClavataCheckAction to actions
2026-08-09 00:11:51,643 | INFO | nemoguardrails.actions.action_dispatcher | Added call cleanlab api to actions
2026-08-09 00:11:51,646 | INFO | nemoguardrails.actions.action_dispatcher | Added content_safety_check_input to actions
2026-08-09 00:11:51,647 | INFO | nemoguardrails.actions.action_dispatcher | Added content_safety_check_output to actions
2026-08-09 00:11:51,647 | INFO | nemoguardrails.actions.action_dispatcher | Added detect_language to actions
2026-08-09 00:11:51,651 | INFO | nemoguardrails.actions.action_dispatcher | Added context_bloat_detection to actions
2026-08-09 00:11:51,658 | INFO | nemoguardrails.actions.action_dispatcher | Added crowdstrike_aidr_guard to actions
2026-08-09 00:11:51,688 | INFO | nemoguardrails.actions.action_dispatcher | Added alignscore_check_facts to actions
2026-08-09 00:11:51,688 | INFO | nemoguardrails.actions.action_dispatcher | Added alignscore request to actions
2026-08-09 00:11:51,689 | INFO | nemoguardrails.actions.action_dispatcher | Added self_check_facts to actions
2026-08-09 00:11:51,700 | INFO | nemoguardrails.actions.action_dispatcher | Added call fiddler faithfulness to actions
2026-08-09 00:11:51,704 | INFO | nemoguardrails.actions.action_dispatcher | Added call fiddler safety on bot message to actions
2026-08-09 00:11:51,704 | INFO | nemoguardrails.actions.action_dispatcher | Added call fiddler safety on user message to actions
2026-08-09 00:11:51,709 | INFO | nemoguardrails.actions.action_dispatcher | Added call gcpnlp api to actions
2026-08-09 00:11:51,729 | INFO | nemoguardrails.actions.action_dispatcher | Added gliner_detect_pii to actions
2026-08-09 00:11:51,730 | INFO | nemoguardrails.actions.action_dispatcher | Added gliner_mask_pii to actions
2026-08-09 00:11:51,755 | INFO | nemoguardrails.actions.action_dispatcher | Added validate_guardrails_ai_input to actions
2026-08-09 00:11:51,755 | INFO | nemoguardrails.actions.action_dispatcher | Added validate_guardrails_ai_output to actions
2026-08-09 00:11:51,762 | INFO | nemoguardrails.actions.action_dispatcher | Added self_check_hallucination to actions
2026-08-09 00:11:51,775 | INFO | nemoguardrails.actions.action_dispatcher | Added hf_classifier_check_input to actions
2026-08-09 00:11:51,776 | INFO | nemoguardrails.actions.action_dispatcher | Added hf_classifier_check_output to actions
2026-08-09 00:11:51,776 | INFO | nemoguardrails.actions.action_dispatcher | Added hf_classifier_check_retrieval to actions
2026-08-09 00:11:51,789 | INFO | nemoguardrails.actions.action_dispatcher | Added injection_detection to actions
2026-08-09 00:11:51,801 | INFO | nemoguardrails.actions.action_dispatcher | Added jailbreak_detection_heuristics to actions
2026-08-09 00:11:51,801 | INFO | nemoguardrails.actions.action_dispatcher | Added jailbreak_detection_model to actions
2026-08-09 00:11:51,806 | INFO | nemoguardrails.actions.action_dispatcher | Added llama_guard_check_input to actions
2026-08-09 00:11:51,806 | INFO | nemoguardrails.actions.action_dispatcher | Added llama_guard_check_output to actions
2026-08-09 00:11:51,813 | INFO | nemoguardrails.actions.action_dispatcher | Added pangea_ai_guard to actions
2026-08-09 00:11:51,817 | INFO | nemoguardrails.actions.action_dispatcher | Added patronus_api_check_output to actions
2026-08-09 00:11:51,818 | INFO | nemoguardrails.actions.action_dispatcher | Added patronus_lynx_check_output_hallucination to actions
2026-08-09 00:11:51,825 | INFO | nemoguardrails.actions.action_dispatcher | Added call_policyai_api to actions
2026-08-09 00:11:51,836 | INFO | nemoguardrails.actions.action_dispatcher | Added polygraf_detect_pii to actions
2026-08-09 00:11:51,836 | INFO | nemoguardrails.actions.action_dispatcher | Added polygraf_mask_pii to actions
2026-08-09 00:11:51,849 | INFO | nemoguardrails.actions.action_dispatcher | Added detect_pii to actions
2026-08-09 00:11:51,850 | INFO | nemoguardrails.actions.action_dispatcher | Added mask_pii to actions
2026-08-09 00:11:51,854 | INFO | nemoguardrails.actions.action_dispatcher | Added protect_text to actions
2026-08-09 00:11:51,858 | INFO | nemoguardrails.actions.action_dispatcher | Added detect_regex_pattern to actions
2026-08-09 00:11:51,863 | INFO | nemoguardrails.actions.action_dispatcher | Added self_check_facts to actions
2026-08-09 00:11:51,870 | INFO | nemoguardrails.actions.action_dispatcher | Added self_check_input to actions
2026-08-09 00:11:51,877 | INFO | nemoguardrails.actions.action_dispatcher | Added self_check_output to actions
2026-08-09 00:11:51,884 | INFO | nemoguardrails.actions.action_dispatcher | Added detect_sensitive_data to actions
2026-08-09 00:11:51,884 | INFO | nemoguardrails.actions.action_dispatcher | Added mask_sensitive_data to actions
2026-08-09 00:11:51,887 | INFO | nemoguardrails.actions.action_dispatcher | Added topic_safety_check_input to actions
2026-08-09 00:11:51,896 | INFO | nemoguardrails.actions.action_dispatcher | Added trend_ai_guard to actions
2026-08-09 00:11:51,900 | INFO | nemoguardrails.actions.action_dispatcher | Added GetCurrentDateTimeAction to actions
2026-08-09 00:11:51,904 | INFO | nemoguardrails.actions.action_dispatcher | Added check_blocked_terms to actions
2026-08-09 00:11:51,904 | INFO | nemoguardrails.actions.action_dispatcher | Added check_greeting_terms to actions
2026-08-09 00:11:51,904 | INFO | nemoguardrails.actions.action_dispatcher | Added check_llama_guard_input to actions
2026-08-09 00:11:51,904 | INFO | nemoguardrails.actions.action_dispatcher | Registered Actions :: ['ClavataCheckAction', 'GetAttentionPercentageAction', 'GetCurrentDateTimeAction', 'UpdateAttentionMaterializedViewAction', 'ai_defense_inspect', 'alignscore request', 'alignscore_check_facts', 'autoalign_factcheck_output_api', 'autoalign_groundedness_output_api', 'autoalign_input_api', 'autoalign_output_api', 'call cleanlab api', 'call fiddler faithfulness', 'call fiddler safety on bot message', 'call fiddler safety on user message', 'call gcpnlp api', 'call_activefence_api', 'call_policyai_api', 'check_blocked_terms', 'check_greeting_terms', 'check_llama_guard_input', 'content_safety_check_input', 'content_safety_check_output', 'context_bloat_detection', 'create_event', 'crowdstrike_aidr_guard', 'detect_language', 'detect_pii', 'detect_regex_pattern', 'detect_sensitive_data', 'gliner_detect_pii', 'gliner_mask_pii', 'hf_classifier_check_input', 'hf_classifier_check_output', 'hf_classifier_check_retrieval', 'injection_detection', 'jailbreak_detection_heuristics', 'jailbreak_detection_model', 'llama_guard_check_input', 'llama_guard_check_output', 'mask_pii', 'mask_sensitive_data', 'pangea_ai_guard', 'patronus_api_check_output', 'patronus_lynx_check_output_hallucination', 'polygraf_detect_pii', 'polygraf_mask_pii', 'protect_text', 'retrieve_relevant_chunks', 'self_check_facts', 'self_check_hallucination', 'self_check_input', 'self_check_output', 'topic_safety_check_input', 'trend_ai_guard', 'validate_guardrails_ai_input', 'validate_guardrails_ai_output', 'wolfram alpha request']
2026-08-09 00:11:51,905 | INFO | nemoguardrails.actions.action_dispatcher | Action dispatcher initialized
2026-08-09 00:11:52,893 | INFO | nemoguardrails.colang.v1_0.runtime.runtime | Processing event: {'type': 'UtteranceUserActionFinished', 'final_transcript': 'What is 2 + 2?'}
2026-08-09 00:11:52,895 | INFO | nemoguardrails.colang.v1_0.runtime.runtime | Event :: ContextUpdate {'uid': 'f1b50451-78de-4d88-8966-49a50d52ec65', 'event_created_at': '2026-08-08T18:41:52.895283+00:00', 'source_uid': 'NeMoGuardrails', 'data': {'user_message': 'What is 2 + 2?'}}
2026-08-09 00:11:52,895 | INFO | nemoguardrails.colang.v1_0.runtime.runtime | Event :: StartInternalSystemAction {'uid': 'c7de81e9-de4f-4739-bab6-e295f73a7fdc', 'event_created_at': '2026-08-08T18:41:52.895326+00:00', 'source_uid': 'NeMoGuardrails', 'action_name': 'create_event', 'action_params': {'event': {'_type': 'StartInputRails'}}, 'action_result_key': None, 'action_uid': '33c687f7-e354-40e4-abd7-f0ba5bdc123d', 'is_system_action': True}
2026-08-09 00:11:52,895 | INFO | nemoguardrails.colang.v1_0.runtime.runtime | Processing event: {'type': 'StartInternalSystemAction', 'uid': 'c7de81e9-de4f-4739-bab6-e295f73a7fdc', 'event_created_at': '2026-08-08T18:41:52.895326+00:00', 'source_uid': 'NeMoGuardrails', 'action_name': 'create_event', 'action_params': {'event': {'_type': 'StartInputRails'}}, 'action_result_key': None, 'action_uid': '33c687f7-e354-40e4-abd7-f0ba5bdc123d', 'is_system_action': True}
2026-08-09 00:11:52,896 | INFO | nemoguardrails.colang.v1_0.runtime.runtime | Executing action :: create_event
2026-08-09 00:11:52,896 | INFO | nemoguardrails.actions.action_dispatcher | Executing registered action: create_event
2026-08-09 00:11:52,896 | INFO | nemoguardrails.colang.v1_0.runtime.runtime | Event :: InternalSystemActionFinished {'uid': '22ae64a9-39c2-4a95-b765-3637c8264ab5', 'event_created_at': '2026-08-08T18:41:52.896802+00:00', 'source_uid': 'NeMoGuardrails', 'action_uid': '33c687f7-e354-40e4-abd7-f0ba5bdc123d', 'action_name': 'create_event', 'action_params': {'event': {'_type': 'StartInputRails'}}, 'action_result_key': None, 'status': 'success', 'is_success': True, 'return_value': None, 'events': [{'type': 'StartInputRails', 'uid': '641ce899-1250-4e35-b893-e3e2de322113', 'event_created_at': '2026-08-08T18:41:52.896759+00:00', 'source_uid': 'NeMoGuardrails'}], 'is_system_action': True, 'action_finished_at': '2026-08-08T18:41:52.896822+00:00'}
2026-08-09 00:11:52,897 | INFO | nemoguardrails.colang.v1_0.runtime.runtime | Event :: StartInputRails {'uid': '641ce899-1250-4e35-b893-e3e2de322113', 'event_created_at': '2026-08-08T18:41:52.896759+00:00', 'source_uid': 'NeMoGuardrails'}
2026-08-09 00:11:52,898 | INFO | nemoguardrails.colang.v1_0.runtime.runtime | Processing event: {'type': 'StartInputRails', 'uid': '641ce899-1250-4e35-b893-e3e2de322113', 'event_created_at': '2026-08-08T18:41:52.896759+00:00', 'source_uid': 'NeMoGuardrails'}
2026-08-09 00:11:52,900 | INFO | nemoguardrails.colang.v1_0.runtime.runtime | Event :: ContextUpdate {'uid': '8209f0a6-67b9-4c0e-8fe9-a14ed8e200cb', 'event_created_at': '2026-08-08T18:41:52.900118+00:00', 'source_uid': 'NeMoGuardrails', 'data': {'input_flows': ['handle greeting', 'check input patterns', 'check llama guard input'], 'i': 0, 'triggered_input_rail': 'handle greeting'}}
2026-08-09 00:11:52,916 | INFO | nemoguardrails.colang.v1_0.runtime.runtime | Event :: StartInternalSystemAction {'uid': '37c80f85-8f62-4017-9a78-403d4e4b16d7', 'event_created_at': '2026-08-08T18:41:52.900156+00:00', 'source_uid': 'NeMoGuardrails', 'action_name': 'create_event', 'action_params': {'event': {'_type': 'StartInputRail', 'flow_id': '$triggered_input_rail'}}, 'action_result_key': None, 'action_uid': '33352e4d-c8ab-41b2-81ca-44eb7462ffa7', 'is_system_action': True}
2026-08-09 00:11:52,933 | INFO | nemoguardrails.colang.v1_0.runtime.runtime | Processing event: {'type': 'StartInternalSystemAction', 'uid': '37c80f85-8f62-4017-9a78-403d4e4b16d7', 'event_created_at': '2026-08-08T18:41:52.900156+00:00', 'source_uid': 'NeMoGuardrails', 'action_name': 'create_event', 'action_params': {'event': {'_type': 'StartInputRail', 'flow_id': '$triggered_input_rail'}}, 'action_result_key': None, 'action_uid': '33352e4d-c8ab-41b2-81ca-44eb7462ffa7', 'is_system_action': True}
2026-08-09 00:11:52,934 | INFO | nemoguardrails.colang.v1_0.runtime.runtime | Executing action :: create_event
2026-08-09 00:11:52,934 | INFO | nemoguardrails.actions.action_dispatcher | Executing registered action: create_event
2026-08-09 00:11:52,935 | INFO | nemoguardrails.colang.v1_0.runtime.runtime | Event :: InternalSystemActionFinished {'uid': '2d5b1a21-ed67-4f0d-a9d1-c663db630064', 'event_created_at': '2026-08-08T18:41:52.935010+00:00', 'source_uid': 'NeMoGuardrails', 'action_uid': '33352e4d-c8ab-41b2-81ca-44eb7462ffa7', 'action_name': 'create_event', 'action_params': {'event': {'_type': 'StartInputRail', 'flow_id': '$triggered_input_rail'}}, 'action_result_key': None, 'status': 'success', 'is_success': True, 'return_value': None, 'events': [{'type': 'StartInputRail', 'uid': '3ad101c8-c477-4071-bd3a-1f52815f7406', 'event_created_at': '2026-08-08T18:41:52.934938+00:00', 'source_uid': 'NeMoGuardrails', 'flow_id': 'handle greeting'}], 'is_system_action': True, 'action_finished_at': '2026-08-08T18:41:52.935022+00:00'}
2026-08-09 00:11:52,935 | INFO | nemoguardrails.colang.v1_0.runtime.runtime | Event :: StartInputRail {'uid': '3ad101c8-c477-4071-bd3a-1f52815f7406', 'event_created_at': '2026-08-08T18:41:52.934938+00:00', 'source_uid': 'NeMoGuardrails', 'flow_id': 'handle greeting'}
2026-08-09 00:11:52,935 | INFO | nemoguardrails.colang.v1_0.runtime.runtime | Processing event: {'type': 'StartInputRail', 'uid': '3ad101c8-c477-4071-bd3a-1f52815f7406', 'event_created_at': '2026-08-08T18:41:52.934938+00:00', 'source_uid': 'NeMoGuardrails', 'flow_id': 'handle greeting'}
2026-08-09 00:11:52,937 | INFO | nemoguardrails.colang.v1_0.runtime.runtime | Event :: StartInternalSystemAction {'uid': '7a3c3ba2-04ea-433c-9bd2-72f0604b9749', 'event_created_at': '2026-08-08T18:41:52.936915+00:00', 'source_uid': 'NeMoGuardrails', 'action_name': 'check_greeting_terms', 'action_params': {'user_input': '$last_user_message'}, 'action_result_key': 'is_greeting', 'action_uid': 'b5957965-fdd5-4fda-aaf8-ec0b2bc3795d', 'is_system_action': False}
2026-08-09 00:11:52,937 | INFO | nemoguardrails.colang.v1_0.runtime.runtime | Processing event: {'type': 'StartInternalSystemAction', 'uid': '7a3c3ba2-04ea-433c-9bd2-72f0604b9749', 'event_created_at': '2026-08-08T18:41:52.936915+00:00', 'source_uid': 'NeMoGuardrails', 'action_name': 'check_greeting_terms', 'action_params': {'user_input': '$last_user_message'}, 'action_result_key': 'is_greeting', 'action_uid': 'b5957965-fdd5-4fda-aaf8-ec0b2bc3795d', 'is_system_action': False}
2026-08-09 00:11:52,937 | INFO | nemoguardrails.colang.v1_0.runtime.runtime | Executing action :: check_greeting_terms
2026-08-09 00:11:52,937 | INFO | nemoguardrails.actions.action_dispatcher | Executing registered action: check_greeting_terms
2026-08-09 00:11:52,938 | INFO | nemoguardrails.colang.v1_0.runtime.runtime | Event :: ContextUpdate {'uid': '881a73a9-9335-4432-b17c-8edb86584585', 'event_created_at': '2026-08-08T18:41:52.938018+00:00', 'source_uid': 'NeMoGuardrails', 'data': {'is_greeting': False}}
2026-08-09 00:11:52,938 | INFO | nemoguardrails.colang.v1_0.runtime.runtime | Event :: InternalSystemActionFinished {'uid': 'bb4d2bce-3060-482e-afc2-f5cbab25f83c', 'event_created_at': '2026-08-08T18:41:52.938052+00:00', 'source_uid': 'NeMoGuardrails', 'action_uid': 'b5957965-fdd5-4fda-aaf8-ec0b2bc3795d', 'action_name': 'check_greeting_terms', 'action_params': {'user_input': '$last_user_message'}, 'action_result_key': 'is_greeting', 'status': 'success', 'is_success': True, 'return_value': False, 'events': [], 'is_system_action': False, 'action_finished_at': '2026-08-08T18:41:52.938062+00:00'}
2026-08-09 00:11:52,938 | INFO | nemoguardrails.colang.v1_0.runtime.runtime | Processing event: {'type': 'InternalSystemActionFinished', 'uid': 'bb4d2bce-3060-482e-afc2-f5cbab25f83c', 'event_created_at': '2026-08-08T18:41:52.938052+00:00', 'source_uid': 'NeMoGuardrails', 'action_uid': 'b5957965-fdd5-4fda-aaf8-ec0b2bc3795d', 'action_name': 'check_greeting_terms', 'action_params': {'user_input': '$last_user_message'}, 'action_result_key': 'is_greeting', 'status': 'success', 'is_success': True, 'return_value': False, 'events': [], 'is_system_action': False, 'action_finished_at': '2026-08-08T18:41:52.938062+00:00'}
2026-08-09 00:11:52,939 | INFO | nemoguardrails.colang.v1_0.runtime.runtime | Event :: ContextUpdate {'uid': 'c9797e86-4561-4eba-abbc-6c3574d2060b', 'event_created_at': '2026-08-08T18:41:52.939873+00:00', 'source_uid': 'NeMoGuardrails', 'data': {'i': 1}}
2026-08-09 00:11:52,940 | INFO | nemoguardrails.colang.v1_0.runtime.runtime | Event :: StartInternalSystemAction {'uid': '8d884457-255b-43ab-af20-1aa024dc7c1b', 'event_created_at': '2026-08-08T18:41:52.939919+00:00', 'source_uid': 'NeMoGuardrails', 'action_name': 'create_event', 'action_params': {'event': {'_type': 'InputRailFinished', 'flow_id': '$triggered_input_rail'}}, 'action_result_key': None, 'action_uid': '56ef0cc4-d09e-4116-9523-4a0bf7b8adc4', 'is_system_action': True}
2026-08-09 00:11:52,940 | INFO | nemoguardrails.colang.v1_0.runtime.runtime | Processing event: {'type': 'StartInternalSystemAction', 'uid': '8d884457-255b-43ab-af20-1aa024dc7c1b', 'event_created_at': '2026-08-08T18:41:52.939919+00:00', 'source_uid': 'NeMoGuardrails', 'action_name': 'create_event', 'action_params': {'event': {'_type': 'InputRailFinished', 'flow_id': '$triggered_input_rail'}}, 'action_result_key': None, 'action_uid': '56ef0cc4-d09e-4116-9523-4a0bf7b8adc4', 'is_system_action': True}
2026-08-09 00:11:52,940 | INFO | nemoguardrails.colang.v1_0.runtime.runtime | Executing action :: create_event
2026-08-09 00:11:52,940 | INFO | nemoguardrails.actions.action_dispatcher | Executing registered action: create_event
2026-08-09 00:11:52,941 | INFO | nemoguardrails.colang.v1_0.runtime.runtime | Event :: InternalSystemActionFinished {'uid': 'b10ce48e-72d1-480e-a4e3-3d53cef96d88', 'event_created_at': '2026-08-08T18:41:52.941305+00:00', 'source_uid': 'NeMoGuardrails', 'action_uid': '56ef0cc4-d09e-4116-9523-4a0bf7b8adc4', 'action_name': 'create_event', 'action_params': {'event': {'_type': 'InputRailFinished', 'flow_id': '$triggered_input_rail'}}, 'action_result_key': None, 'status': 'success', 'is_success': True, 'return_value': None, 'events': [{'type': 'InputRailFinished', 'uid': '4aad73e6-173f-47a1-aafb-b28f2729ad88', 'event_created_at': '2026-08-08T18:41:52.941230+00:00', 'source_uid': 'NeMoGuardrails', 'flow_id': 'handle greeting'}], 'is_system_action': True, 'action_finished_at': '2026-08-08T18:41:52.941319+00:00'}
2026-08-09 00:11:52,941 | INFO | nemoguardrails.colang.v1_0.runtime.runtime | Event :: InputRailFinished {'uid': '4aad73e6-173f-47a1-aafb-b28f2729ad88', 'event_created_at': '2026-08-08T18:41:52.941230+00:00', 'source_uid': 'NeMoGuardrails', 'flow_id': 'handle greeting'}
2026-08-09 00:11:52,941 | INFO | nemoguardrails.colang.v1_0.runtime.runtime | Processing event: {'type': 'InputRailFinished', 'uid': '4aad73e6-173f-47a1-aafb-b28f2729ad88', 'event_created_at': '2026-08-08T18:41:52.941230+00:00', 'source_uid': 'NeMoGuardrails', 'flow_id': 'handle greeting'}
2026-08-09 00:11:52,943 | INFO | nemoguardrails.colang.v1_0.runtime.runtime | Event :: ContextUpdate {'uid': '275705c0-47cc-4ba7-a7cb-daa24ae909b6', 'event_created_at': '2026-08-08T18:41:52.943784+00:00', 'source_uid': 'NeMoGuardrails', 'data': {'triggered_input_rail': 'check input patterns'}}
2026-08-09 00:11:52,944 | INFO | nemoguardrails.colang.v1_0.runtime.runtime | Event :: StartInternalSystemAction {'uid': '3330d62c-d22a-42b5-b122-1b30e62f2860', 'event_created_at': '2026-08-08T18:41:52.943855+00:00', 'source_uid': 'NeMoGuardrails', 'action_name': 'create_event', 'action_params': {'event': {'_type': 'StartInputRail', 'flow_id': '$triggered_input_rail'}}, 'action_result_key': None, 'action_uid': 'daa8c028-035d-4de2-b4b4-3b0d1a0711fd', 'is_system_action': True}
2026-08-09 00:11:52,944 | INFO | nemoguardrails.colang.v1_0.runtime.runtime | Processing event: {'type': 'StartInternalSystemAction', 'uid': '3330d62c-d22a-42b5-b122-1b30e62f2860', 'event_created_at': '2026-08-08T18:41:52.943855+00:00', 'source_uid': 'NeMoGuardrails', 'action_name': 'create_event', 'action_params': {'event': {'_type': 'StartInputRail', 'flow_id': '$triggered_input_rail'}}, 'action_result_key': None, 'action_uid': 'daa8c028-035d-4de2-b4b4-3b0d1a0711fd', 'is_system_action': True}
2026-08-09 00:11:52,945 | INFO | nemoguardrails.colang.v1_0.runtime.runtime | Executing action :: create_event
2026-08-09 00:11:52,945 | INFO | nemoguardrails.actions.action_dispatcher | Executing registered action: create_event
2026-08-09 00:11:52,945 | INFO | nemoguardrails.colang.v1_0.runtime.runtime | Event :: InternalSystemActionFinished {'uid': '139d4ebd-3191-4cd6-b3f0-19e829f44b82', 'event_created_at': '2026-08-08T18:41:52.945540+00:00', 'source_uid': 'NeMoGuardrails', 'action_uid': 'daa8c028-035d-4de2-b4b4-3b0d1a0711fd', 'action_name': 'create_event', 'action_params': {'event': {'_type': 'StartInputRail', 'flow_id': '$triggered_input_rail'}}, 'action_result_key': None, 'status': 'success', 'is_success': True, 'return_value': None, 'events': [{'type': 'StartInputRail', 'uid': 'af7096b0-e557-43b5-8a6c-9be23e20cc81', 'event_created_at': '2026-08-08T18:41:52.945462+00:00', 'source_uid': 'NeMoGuardrails', 'flow_id': 'check input patterns'}], 'is_system_action': True, 'action_finished_at': '2026-08-08T18:41:52.945552+00:00'}
2026-08-09 00:11:52,945 | INFO | nemoguardrails.colang.v1_0.runtime.runtime | Event :: StartInputRail {'uid': 'af7096b0-e557-43b5-8a6c-9be23e20cc81', 'event_created_at': '2026-08-08T18:41:52.945462+00:00', 'source_uid': 'NeMoGuardrails', 'flow_id': 'check input patterns'}
2026-08-09 00:11:52,946 | INFO | nemoguardrails.colang.v1_0.runtime.runtime | Processing event: {'type': 'StartInputRail', 'uid': 'af7096b0-e557-43b5-8a6c-9be23e20cc81', 'event_created_at': '2026-08-08T18:41:52.945462+00:00', 'source_uid': 'NeMoGuardrails', 'flow_id': 'check input patterns'}
2026-08-09 00:11:52,948 | INFO | nemoguardrails.colang.v1_0.runtime.runtime | Event :: StartInternalSystemAction {'uid': 'ecd7dcf9-0721-4f93-ac55-651a696d9e3f', 'event_created_at': '2026-08-08T18:41:52.948232+00:00', 'source_uid': 'NeMoGuardrails', 'action_name': 'check_blocked_terms', 'action_params': {'user_input': '$last_user_message'}, 'action_result_key': 'is_blocked', 'action_uid': '63c186ba-6732-4c41-88cf-03b58158cafe', 'is_system_action': False}
2026-08-09 00:11:52,948 | INFO | nemoguardrails.colang.v1_0.runtime.runtime | Processing event: {'type': 'StartInternalSystemAction', 'uid': 'ecd7dcf9-0721-4f93-ac55-651a696d9e3f', 'event_created_at': '2026-08-08T18:41:52.948232+00:00', 'source_uid': 'NeMoGuardrails', 'action_name': 'check_blocked_terms', 'action_params': {'user_input': '$last_user_message'}, 'action_result_key': 'is_blocked', 'action_uid': '63c186ba-6732-4c41-88cf-03b58158cafe', 'is_system_action': False}
2026-08-09 00:11:52,949 | INFO | nemoguardrails.colang.v1_0.runtime.runtime | Executing action :: check_blocked_terms
2026-08-09 00:11:52,949 | INFO | nemoguardrails.actions.action_dispatcher | Executing registered action: check_blocked_terms
2026-08-09 00:11:52,949 | INFO | nemoguardrails.colang.v1_0.runtime.runtime | Event :: ContextUpdate {'uid': '931215b2-384b-4c73-9878-7a4590a8ba9b', 'event_created_at': '2026-08-08T18:41:52.949846+00:00', 'source_uid': 'NeMoGuardrails', 'data': {'is_blocked': False}}
2026-08-09 00:11:52,950 | INFO | nemoguardrails.colang.v1_0.runtime.runtime | Event :: InternalSystemActionFinished {'uid': 'dc4a36d8-62b3-4790-8542-e20404806099', 'event_created_at': '2026-08-08T18:41:52.949895+00:00', 'source_uid': 'NeMoGuardrails', 'action_uid': '63c186ba-6732-4c41-88cf-03b58158cafe', 'action_name': 'check_blocked_terms', 'action_params': {'user_input': '$last_user_message'}, 'action_result_key': 'is_blocked', 'status': 'success', 'is_success': True, 'return_value': False, 'events': [], 'is_system_action': False, 'action_finished_at': '2026-08-08T18:41:52.949906+00:00'}
2026-08-09 00:11:52,950 | INFO | nemoguardrails.colang.v1_0.runtime.runtime | Processing event: {'type': 'InternalSystemActionFinished', 'uid': 'dc4a36d8-62b3-4790-8542-e20404806099', 'event_created_at': '2026-08-08T18:41:52.949895+00:00', 'source_uid': 'NeMoGuardrails', 'action_uid': '63c186ba-6732-4c41-88cf-03b58158cafe', 'action_name': 'check_blocked_terms', 'action_params': {'user_input': '$last_user_message'}, 'action_result_key': 'is_blocked', 'status': 'success', 'is_success': True, 'return_value': False, 'events': [], 'is_system_action': False, 'action_finished_at': '2026-08-08T18:41:52.949906+00:00'}
2026-08-09 00:11:52,952 | INFO | nemoguardrails.colang.v1_0.runtime.runtime | Event :: ContextUpdate {'uid': '9761cfa5-c602-4410-87ef-f2850b9f9da8', 'event_created_at': '2026-08-08T18:41:52.952824+00:00', 'source_uid': 'NeMoGuardrails', 'data': {'i': 2}}
2026-08-09 00:11:52,953 | INFO | nemoguardrails.colang.v1_0.runtime.runtime | Event :: StartInternalSystemAction {'uid': 'd68f6cfb-7f87-4b4c-8d83-6fbcfedd1994', 'event_created_at': '2026-08-08T18:41:52.952910+00:00', 'source_uid': 'NeMoGuardrails', 'action_name': 'create_event', 'action_params': {'event': {'_type': 'InputRailFinished', 'flow_id': '$triggered_input_rail'}}, 'action_result_key': None, 'action_uid': '90a7b161-f5ea-481b-810b-f144dabb5b60', 'is_system_action': True}
