2026-08-09 01:49:08,656 | INFO | __main__ | --- Processing Input Query: 'What is 2 + 2?' ---
2026-08-09 01:49:08,754 | INFO | nemoguardrails.actions.action_dispatcher | Initializing action dispatcher
2026-08-09 01:49:08,757 | INFO | nemoguardrails.actions.action_dispatcher | Added create_event to actions
2026-08-09 01:49:08,758 | INFO | nemoguardrails.actions.action_dispatcher | Added wolfram alpha request to actions
2026-08-09 01:49:08,759 | INFO | nemoguardrails.actions.action_dispatcher | Added retrieve_relevant_chunks to actions
2026-08-09 01:49:08,770 | INFO | nemoguardrails.actions.action_dispatcher | Added call_activefence_api to actions
2026-08-09 01:49:08,772 | INFO | nemoguardrails.actions.action_dispatcher | Added ai_defense_inspect to actions
2026-08-09 01:49:08,774 | INFO | nemoguardrails.actions.action_dispatcher | Added GetAttentionPercentageAction to actions
2026-08-09 01:49:08,774 | INFO | nemoguardrails.actions.action_dispatcher | Added UpdateAttentionMaterializedViewAction to actions
2026-08-09 01:49:08,776 | INFO | nemoguardrails.actions.action_dispatcher | Added autoalign_factcheck_output_api to actions
2026-08-09 01:49:08,776 | INFO | nemoguardrails.actions.action_dispatcher | Added autoalign_groundedness_output_api to actions
2026-08-09 01:49:08,776 | INFO | nemoguardrails.actions.action_dispatcher | Added autoalign_input_api to actions
2026-08-09 01:49:08,776 | INFO | nemoguardrails.actions.action_dispatcher | Added autoalign_output_api to actions
2026-08-09 01:49:08,784 | INFO | nemoguardrails.actions.action_dispatcher | Added ClavataCheckAction to actions
2026-08-09 01:49:08,785 | INFO | nemoguardrails.actions.action_dispatcher | Added call cleanlab api to actions
2026-08-09 01:49:08,786 | INFO | nemoguardrails.actions.action_dispatcher | Added content_safety_check_input to actions
2026-08-09 01:49:08,787 | INFO | nemoguardrails.actions.action_dispatcher | Added content_safety_check_output to actions
2026-08-09 01:49:08,787 | INFO | nemoguardrails.actions.action_dispatcher | Added detect_language to actions
2026-08-09 01:49:08,788 | INFO | nemoguardrails.actions.action_dispatcher | Added context_bloat_detection to actions
2026-08-09 01:49:08,790 | INFO | nemoguardrails.actions.action_dispatcher | Added crowdstrike_aidr_guard to actions
2026-08-09 01:49:08,799 | INFO | nemoguardrails.actions.action_dispatcher | Added alignscore_check_facts to actions
2026-08-09 01:49:08,799 | INFO | nemoguardrails.actions.action_dispatcher | Added alignscore request to actions
2026-08-09 01:49:08,799 | INFO | nemoguardrails.actions.action_dispatcher | Added self_check_facts to actions
2026-08-09 01:49:08,801 | INFO | nemoguardrails.actions.action_dispatcher | Added call fiddler faithfulness to actions
2026-08-09 01:49:08,801 | INFO | nemoguardrails.actions.action_dispatcher | Added call fiddler safety on bot message to actions
2026-08-09 01:49:08,802 | INFO | nemoguardrails.actions.action_dispatcher | Added call fiddler safety on user message to actions
2026-08-09 01:49:08,803 | INFO | nemoguardrails.actions.action_dispatcher | Added call gcpnlp api to actions
2026-08-09 01:49:08,809 | INFO | nemoguardrails.actions.action_dispatcher | Added gliner_detect_pii to actions
2026-08-09 01:49:08,809 | INFO | nemoguardrails.actions.action_dispatcher | Added gliner_mask_pii to actions
2026-08-09 01:49:08,813 | INFO | nemoguardrails.actions.action_dispatcher | Added validate_guardrails_ai_input to actions
2026-08-09 01:49:08,814 | INFO | nemoguardrails.actions.action_dispatcher | Added validate_guardrails_ai_output to actions
2026-08-09 01:49:08,815 | INFO | nemoguardrails.actions.action_dispatcher | Added self_check_hallucination to actions
2026-08-09 01:49:08,819 | INFO | nemoguardrails.actions.action_dispatcher | Added hf_classifier_check_input to actions
2026-08-09 01:49:08,819 | INFO | nemoguardrails.actions.action_dispatcher | Added hf_classifier_check_output to actions
2026-08-09 01:49:08,819 | INFO | nemoguardrails.actions.action_dispatcher | Added hf_classifier_check_retrieval to actions
2026-08-09 01:49:08,823 | INFO | nemoguardrails.actions.action_dispatcher | Added injection_detection to actions
2026-08-09 01:49:08,827 | INFO | nemoguardrails.actions.action_dispatcher | Added jailbreak_detection_heuristics to actions
2026-08-09 01:49:08,827 | INFO | nemoguardrails.actions.action_dispatcher | Added jailbreak_detection_model to actions
2026-08-09 01:49:08,829 | INFO | nemoguardrails.actions.action_dispatcher | Added llama_guard_check_input to actions
2026-08-09 01:49:08,829 | INFO | nemoguardrails.actions.action_dispatcher | Added llama_guard_check_output to actions
2026-08-09 01:49:08,832 | INFO | nemoguardrails.actions.action_dispatcher | Added pangea_ai_guard to actions
2026-08-09 01:49:08,834 | INFO | nemoguardrails.actions.action_dispatcher | Added patronus_api_check_output to actions
2026-08-09 01:49:08,834 | INFO | nemoguardrails.actions.action_dispatcher | Added patronus_lynx_check_output_hallucination to actions
2026-08-09 01:49:08,835 | INFO | nemoguardrails.actions.action_dispatcher | Added call_policyai_api to actions
2026-08-09 01:49:08,838 | INFO | nemoguardrails.actions.action_dispatcher | Added polygraf_detect_pii to actions
2026-08-09 01:49:08,838 | INFO | nemoguardrails.actions.action_dispatcher | Added polygraf_mask_pii to actions
2026-08-09 01:49:08,842 | INFO | nemoguardrails.actions.action_dispatcher | Added detect_pii to actions
2026-08-09 01:49:08,842 | INFO | nemoguardrails.actions.action_dispatcher | Added mask_pii to actions
2026-08-09 01:49:08,843 | INFO | nemoguardrails.actions.action_dispatcher | Added protect_text to actions
2026-08-09 01:49:08,845 | INFO | nemoguardrails.actions.action_dispatcher | Added detect_regex_pattern to actions
2026-08-09 01:49:08,847 | INFO | nemoguardrails.actions.action_dispatcher | Added self_check_facts to actions
2026-08-09 01:49:08,848 | INFO | nemoguardrails.actions.action_dispatcher | Added self_check_input to actions
2026-08-09 01:49:08,850 | INFO | nemoguardrails.actions.action_dispatcher | Added self_check_output to actions
2026-08-09 01:49:08,853 | INFO | nemoguardrails.actions.action_dispatcher | Added detect_sensitive_data to actions
2026-08-09 01:49:08,853 | INFO | nemoguardrails.actions.action_dispatcher | Added mask_sensitive_data to actions
2026-08-09 01:49:08,855 | INFO | nemoguardrails.actions.action_dispatcher | Added topic_safety_check_input to actions
2026-08-09 01:49:08,857 | INFO | nemoguardrails.actions.action_dispatcher | Added trend_ai_guard to actions
2026-08-09 01:49:08,859 | INFO | nemoguardrails.actions.action_dispatcher | Added GetCurrentDateTimeAction to actions
2026-08-09 01:49:08,863 | INFO | nemoguardrails.actions.action_dispatcher | Added check_blocked_terms to actions
2026-08-09 01:49:08,863 | INFO | nemoguardrails.actions.action_dispatcher | Added check_greeting_terms to actions
2026-08-09 01:49:08,864 | INFO | nemoguardrails.actions.action_dispatcher | Added check_llama_guard_input to actions
