2026-08-10 22:28:37,327 | INFO | server.main | Loaded Guardrails custom actions from C:\Users\gaura\OneDrive\Desktop\fde\LLM_Gateways\guardRails\config\actions.py
2026-08-10 22:28:37,328 | INFO | server.main | Loaded Guardrails custom actions from C:\Users\gaura\OneDrive\Desktop\fde\LLM_Gateways\guardRails\config\greeting.py
2026-08-10 22:28:37,328 | INFO | server.main | Loading Guardrails configuration from C:\Users\gaura\OneDrive\Desktop\fde\LLM_Gateways\guardRails\config
2026-08-10 22:28:37,451 | INFO | nemoguardrails.actions.action_dispatcher | Initializing action dispatcher
2026-08-10 22:28:37,456 | INFO | nemoguardrails.actions.action_dispatcher | Added create_event to actions
2026-08-10 22:28:37,457 | INFO | nemoguardrails.actions.action_dispatcher | Added wolfram alpha request to actions
2026-08-10 22:28:37,459 | INFO | nemoguardrails.actions.action_dispatcher | Added retrieve_relevant_chunks to actions
2026-08-10 22:28:37,470 | INFO | nemoguardrails.actions.action_dispatcher | Added call_activefence_api to actions
2026-08-10 22:28:37,472 | INFO | nemoguardrails.actions.action_dispatcher | Added ai_defense_inspect to actions
2026-08-10 22:28:37,474 | INFO | nemoguardrails.actions.action_dispatcher | Added GetAttentionPercentageAction to actions
2026-08-10 22:28:37,474 | INFO | nemoguardrails.actions.action_dispatcher | Added UpdateAttentionMaterializedViewAction to actions
2026-08-10 22:28:37,476 | INFO | nemoguardrails.actions.action_dispatcher | Added autoalign_factcheck_output_api to actions
2026-08-10 22:28:37,476 | INFO | nemoguardrails.actions.action_dispatcher | Added autoalign_groundedness_output_api to actions
2026-08-10 22:28:37,476 | INFO | nemoguardrails.actions.action_dispatcher | Added autoalign_input_api to actions
2026-08-10 22:28:37,476 | INFO | nemoguardrails.actions.action_dispatcher | Added autoalign_output_api to actions
2026-08-10 22:28:37,494 | INFO | nemoguardrails.actions.action_dispatcher | Added ClavataCheckAction to actions
2026-08-10 22:28:37,496 | INFO | nemoguardrails.actions.action_dispatcher | Added call cleanlab api to actions
2026-08-10 22:28:37,498 | INFO | nemoguardrails.actions.action_dispatcher | Added content_safety_check_input to actions
2026-08-10 22:28:37,498 | INFO | nemoguardrails.actions.action_dispatcher | Added content_safety_check_output to actions
2026-08-10 22:28:37,498 | INFO | nemoguardrails.actions.action_dispatcher | Added detect_language to actions
2026-08-10 22:28:37,500 | INFO | nemoguardrails.actions.action_dispatcher | Added context_bloat_detection to actions
2026-08-10 22:28:37,505 | INFO | nemoguardrails.actions.action_dispatcher | Added crowdstrike_aidr_guard to actions
