2026-08-09 04:35:31,067 | INFO | server.main | Loaded Guardrails custom actions from C:\Users\gaura\OneDrive\Desktop\fde\LLM_Gateways\guardRails\config\actions.py
2026-08-09 04:35:31,068 | INFO | server.main | Loaded Guardrails custom actions from C:\Users\gaura\OneDrive\Desktop\fde\LLM_Gateways\guardRails\config\greeting.py
2026-08-09 04:35:31,068 | INFO | server.main | Loading Guardrails configuration from C:\Users\gaura\OneDrive\Desktop\fde\LLM_Gateways\guardRails\config
2026-08-09 04:35:31,187 | INFO | nemoguardrails.actions.action_dispatcher | Initializing action dispatcher
2026-08-09 04:35:31,192 | INFO | nemoguardrails.actions.action_dispatcher | Added create_event to actions
2026-08-09 04:35:31,193 | INFO | nemoguardrails.actions.action_dispatcher | Added wolfram alpha request to actions
2026-08-09 04:35:31,195 | INFO | nemoguardrails.actions.action_dispatcher | Added retrieve_relevant_chunks to actions
2026-08-09 04:35:31,207 | INFO | nemoguardrails.actions.action_dispatcher | Added call_activefence_api to actions
2026-08-09 04:35:31,208 | INFO | nemoguardrails.actions.action_dispatcher | Added ai_defense_inspect to actions
2026-08-09 04:35:31,210 | INFO | nemoguardrails.actions.action_dispatcher | Added GetAttentionPercentageAction to actions
2026-08-09 04:35:31,211 | INFO | nemoguardrails.actions.action_dispatcher | Added UpdateAttentionMaterializedViewAction to actions
2026-08-09 04:35:31,213 | INFO | nemoguardrails.actions.action_dispatcher | Added autoalign_factcheck_output_api to actions
2026-08-09 04:35:31,213 | INFO | nemoguardrails.actions.action_dispatcher | Added autoalign_groundedness_output_api to actions
2026-08-09 04:35:31,213 | INFO | nemoguardrails.actions.action_dispatcher | Added autoalign_input_api to actions
2026-08-09 04:35:31,213 | INFO | nemoguardrails.actions.action_dispatcher | Added autoalign_output_api to actions
2026-08-09 04:35:31,222 | INFO | nemoguardrails.actions.action_dispatcher | Added ClavataCheckAction to actions
2026-08-09 04:35:31,223 | INFO | nemoguardrails.actions.action_dispatcher | Added call cleanlab api to actions
2026-08-09 04:35:31,225 | INFO | nemoguardrails.actions.action_dispatcher | Added content_safety_check_input to actions
2026-08-09 04:35:31,225 | INFO | nemoguardrails.actions.action_dispatcher | Added content_safety_check_output to actions
2026-08-09 04:35:31,225 | INFO | nemoguardrails.actions.action_dispatcher | Added detect_language to actions
2026-08-09 04:35:31,226 | INFO | nemoguardrails.actions.action_dispatcher | Added context_bloat_detection to actions
2026-08-09 04:35:31,230 | INFO | nemoguardrails.actions.action_dispatcher | Added crowdstrike_aidr_guard to actions
2026-08-09 04:35:31,239 | INFO | nemoguardrails.actions.action_dispatcher | Added alignscore_check_facts to actions
2026-08-09 04:35:31,239 | INFO | nemoguardrails.actions.action_dispatcher | Added alignscore request to actions
2026-08-09 04:35:31,239 | INFO | nemoguardrails.actions.action_dispatcher | Added self_check_facts to actions
2026-08-09 04:35:31,244 | INFO | nemoguardrails.actions.action_dispatcher | Added call fiddler faithfulness to actions
2026-08-09 04:35:31,245 | INFO | nemoguardrails.actions.action_dispatcher | Added call fiddler safety on bot message to actions
2026-08-09 04:35:31,245 | INFO | nemoguardrails.actions.action_dispatcher | Added call fiddler safety on user message to actions
2026-08-09 04:35:31,247 | INFO | nemoguardrails.actions.action_dispatcher | Added call gcpnlp api to actions
2026-08-09 04:35:31,253 | INFO | nemoguardrails.actions.action_dispatcher | Added gliner_detect_pii to actions
2026-08-09 04:35:31,253 | INFO | nemoguardrails.actions.action_dispatcher | Added gliner_mask_pii to actions
2026-08-09 04:35:31,259 | INFO | nemoguardrails.actions.action_dispatcher | Added validate_guardrails_ai_input to actions
2026-08-09 04:35:31,259 | INFO | nemoguardrails.actions.action_dispatcher | Added validate_guardrails_ai_output to actions
2026-08-09 04:35:31,260 | INFO | nemoguardrails.actions.action_dispatcher | Added self_check_hallucination to actions
2026-08-09 04:35:31,264 | INFO | nemoguardrails.actions.action_dispatcher | Added hf_classifier_check_input to actions
2026-08-09 04:35:31,264 | INFO | nemoguardrails.actions.action_dispatcher | Added hf_classifier_check_output to actions
2026-08-09 04:35:31,264 | INFO | nemoguardrails.actions.action_dispatcher | Added hf_classifier_check_retrieval to actions
2026-08-09 04:35:31,268 | INFO | nemoguardrails.actions.action_dispatcher | Added injection_detection to actions
2026-08-09 04:35:31,273 | INFO | nemoguardrails.actions.action_dispatcher | Added jailbreak_detection_heuristics to actions
2026-08-09 04:35:31,273 | INFO | nemoguardrails.actions.action_dispatcher | Added jailbreak_detection_model to actions
2026-08-09 04:35:31,274 | INFO | nemoguardrails.actions.action_dispatcher | Added llama_guard_check_input to actions
2026-08-09 04:35:31,275 | INFO | nemoguardrails.actions.action_dispatcher | Added llama_guard_check_output to actions
2026-08-09 04:35:31,277 | INFO | nemoguardrails.actions.action_dispatcher | Added pangea_ai_guard to actions
2026-08-09 04:35:31,279 | INFO | nemoguardrails.actions.action_dispatcher | Added patronus_api_check_output to actions
2026-08-09 04:35:31,279 | INFO | nemoguardrails.actions.action_dispatcher | Added patronus_lynx_check_output_hallucination to actions
2026-08-09 04:35:31,281 | INFO | nemoguardrails.actions.action_dispatcher | Added call_policyai_api to actions
2026-08-09 04:35:31,284 | INFO | nemoguardrails.actions.action_dispatcher | Added polygraf_detect_pii to actions
