2026-08-12 00:31:48,274 | INFO | server.main | Loaded Guardrails custom actions from C:\Users\gaura\OneDrive\Desktop\fde\LLM_Gateways\guardRails\config\actions.py
2026-08-12 00:31:48,276 | INFO | server.main | Loaded Guardrails custom actions from C:\Users\gaura\OneDrive\Desktop\fde\LLM_Gateways\guardRails\config\greeting.py
2026-08-12 00:31:48,276 | INFO | server.main | Loading Guardrails configuration from C:\Users\gaura\OneDrive\Desktop\fde\LLM_Gateways\guardRails\config
2026-08-12 00:31:48,434 | INFO | nemoguardrails.actions.action_dispatcher | Initializing action dispatcher
2026-08-12 00:31:48,438 | INFO | nemoguardrails.actions.action_dispatcher | Added create_event to actions
2026-08-12 00:31:48,440 | INFO | nemoguardrails.actions.action_dispatcher | Added wolfram alpha request to actions
2026-08-12 00:31:48,443 | INFO | nemoguardrails.actions.action_dispatcher | Added retrieve_relevant_chunks to actions
2026-08-12 00:31:48,458 | INFO | nemoguardrails.actions.action_dispatcher | Added call_activefence_api to actions
2026-08-12 00:31:48,460 | INFO | nemoguardrails.actions.action_dispatcher | Added ai_defense_inspect to actions
2026-08-12 00:31:48,463 | INFO | nemoguardrails.actions.action_dispatcher | Added GetAttentionPercentageAction to actions
2026-08-12 00:31:48,463 | INFO | nemoguardrails.actions.action_dispatcher | Added UpdateAttentionMaterializedViewAction to actions
2026-08-12 00:31:48,465 | INFO | nemoguardrails.actions.action_dispatcher | Added autoalign_factcheck_output_api to actions
2026-08-12 00:31:48,465 | INFO | nemoguardrails.actions.action_dispatcher | Added autoalign_groundedness_output_api to actions
2026-08-12 00:31:48,465 | INFO | nemoguardrails.actions.action_dispatcher | Added autoalign_input_api to actions
2026-08-12 00:31:48,465 | INFO | nemoguardrails.actions.action_dispatcher | Added autoalign_output_api to actions
2026-08-12 00:31:48,478 | INFO | nemoguardrails.actions.action_dispatcher | Added ClavataCheckAction to actions
2026-08-12 00:31:48,480 | INFO | nemoguardrails.actions.action_dispatcher | Added call cleanlab api to actions
