2026-08-10 19:58:51,348 | INFO | server.main | Loaded Guardrails custom actions from C:\Users\gaura\OneDrive\Desktop\fde\LLM_Gateways\guardRails\config\actions.py
2026-08-10 19:58:51,351 | INFO | server.main | Loaded Guardrails custom actions from C:\Users\gaura\OneDrive\Desktop\fde\LLM_Gateways\guardRails\config\greeting.py
2026-08-10 19:58:51,351 | INFO | server.main | Loading Guardrails configuration from C:\Users\gaura\OneDrive\Desktop\fde\LLM_Gateways\guardRails\config
2026-08-10 19:58:51,503 | INFO | nemoguardrails.actions.action_dispatcher | Initializing action dispatcher
2026-08-10 19:58:51,508 | INFO | nemoguardrails.actions.action_dispatcher | Added create_event to actions
2026-08-10 19:58:51,509 | INFO | nemoguardrails.actions.action_dispatcher | Added wolfram alpha request to actions
2026-08-10 19:58:51,511 | INFO | nemoguardrails.actions.action_dispatcher | Added retrieve_relevant_chunks to actions
2026-08-10 19:58:51,528 | INFO | nemoguardrails.actions.action_dispatcher | Added call_activefence_api to actions
2026-08-10 19:58:51,530 | INFO | nemoguardrails.actions.action_dispatcher | Added ai_defense_inspect to actions
2026-08-10 19:58:51,533 | INFO | nemoguardrails.actions.action_dispatcher | Added GetAttentionPercentageAction to actions
2026-08-10 19:58:51,533 | INFO | nemoguardrails.actions.action_dispatcher | Added UpdateAttentionMaterializedViewAction to actions
2026-08-10 19:58:51,536 | INFO | nemoguardrails.actions.action_dispatcher | Added autoalign_factcheck_output_api to actions
2026-08-10 19:58:51,536 | INFO | nemoguardrails.actions.action_dispatcher | Added autoalign_groundedness_output_api to actions
2026-08-10 19:58:51,536 | INFO | nemoguardrails.actions.action_dispatcher | Added autoalign_input_api to actions
2026-08-10 19:58:51,536 | INFO | nemoguardrails.actions.action_dispatcher | Added autoalign_output_api to actions
2026-08-10 19:58:51,548 | INFO | nemoguardrails.actions.action_dispatcher | Added ClavataCheckAction to actions
2026-08-10 19:58:51,550 | INFO | nemoguardrails.actions.action_dispatcher | Added call cleanlab api to actions
2026-08-10 19:58:51,553 | INFO | nemoguardrails.actions.action_dispatcher | Added content_safety_check_input to actions
2026-08-10 19:58:51,553 | INFO | nemoguardrails.actions.action_dispatcher | Added content_safety_check_output to actions
2026-08-10 19:58:51,554 | INFO | nemoguardrails.actions.action_dispatcher | Added detect_language to actions
2026-08-10 19:58:51,555 | INFO | nemoguardrails.actions.action_dispatcher | Added context_bloat_detection to actions
2026-08-10 19:58:51,559 | INFO | nemoguardrails.actions.action_dispatcher | Added crowdstrike_aidr_guard to actions
2026-08-10 19:58:51,568 | INFO | nemoguardrails.actions.action_dispatcher | Added alignscore_check_facts to actions
2026-08-10 19:58:51,568 | INFO | nemoguardrails.actions.action_dispatcher | Added alignscore request to actions
2026-08-10 19:58:51,568 | INFO | nemoguardrails.actions.action_dispatcher | Added self_check_facts to actions
2026-08-10 19:58:51,575 | INFO | nemoguardrails.actions.action_dispatcher | Added call fiddler faithfulness to actions
2026-08-10 19:58:51,575 | INFO | nemoguardrails.actions.action_dispatcher | Added call fiddler safety on bot message to actions
2026-08-10 19:58:51,575 | INFO | nemoguardrails.actions.action_dispatcher | Added call fiddler safety on user message to actions
2026-08-10 19:58:51,577 | INFO | nemoguardrails.actions.action_dispatcher | Added call gcpnlp api to actions
2026-08-10 19:58:51,585 | INFO | nemoguardrails.actions.action_dispatcher | Added gliner_detect_pii to actions
2026-08-10 19:58:51,586 | INFO | nemoguardrails.actions.action_dispatcher | Added gliner_mask_pii to actions
2026-08-10 19:58:51,592 | INFO | nemoguardrails.actions.action_dispatcher | Added validate_guardrails_ai_input to actions
2026-08-10 19:58:51,593 | INFO | nemoguardrails.actions.action_dispatcher | Added validate_guardrails_ai_output to actions
2026-08-10 19:58:51,595 | INFO | nemoguardrails.actions.action_dispatcher | Added self_check_hallucination to actions
2026-08-10 19:58:51,599 | INFO | nemoguardrails.actions.action_dispatcher | Added hf_classifier_check_input to actions
2026-08-10 19:58:51,599 | INFO | nemoguardrails.actions.action_dispatcher | Added hf_classifier_check_output to actions
2026-08-10 19:58:51,600 | INFO | nemoguardrails.actions.action_dispatcher | Added hf_classifier_check_retrieval to actions
2026-08-10 19:58:51,606 | INFO | nemoguardrails.actions.action_dispatcher | Added injection_detection to actions
2026-08-10 19:58:51,610 | INFO | nemoguardrails.actions.action_dispatcher | Added jailbreak_detection_heuristics to actions
