2026-08-11 01:18:31,329 | INFO | server.main | Loaded Guardrails custom actions from C:\Users\gaura\OneDrive\Desktop\fde\LLM_Gateways\guardRails\config\actions.py
2026-08-11 01:18:31,330 | INFO | server.main | Loaded Guardrails custom actions from C:\Users\gaura\OneDrive\Desktop\fde\LLM_Gateways\guardRails\config\greeting.py
2026-08-11 01:18:31,331 | INFO | server.main | Loading Guardrails configuration from C:\Users\gaura\OneDrive\Desktop\fde\LLM_Gateways\guardRails\config
2026-08-11 01:18:31,489 | INFO | nemoguardrails.actions.action_dispatcher | Initializing action dispatcher
2026-08-11 01:18:31,494 | INFO | nemoguardrails.actions.action_dispatcher | Added create_event to actions
2026-08-11 01:18:31,496 | INFO | nemoguardrails.actions.action_dispatcher | Added wolfram alpha request to actions
2026-08-11 01:18:31,497 | INFO | nemoguardrails.actions.action_dispatcher | Added retrieve_relevant_chunks to actions
2026-08-11 01:18:31,511 | INFO | nemoguardrails.actions.action_dispatcher | Added call_activefence_api to actions
2026-08-11 01:18:31,513 | INFO | nemoguardrails.actions.action_dispatcher | Added ai_defense_inspect to actions
2026-08-11 01:18:31,515 | INFO | nemoguardrails.actions.action_dispatcher | Added GetAttentionPercentageAction to actions
2026-08-11 01:18:31,516 | INFO | nemoguardrails.actions.action_dispatcher | Added UpdateAttentionMaterializedViewAction to actions
2026-08-11 01:18:31,518 | INFO | nemoguardrails.actions.action_dispatcher | Added autoalign_factcheck_output_api to actions
2026-08-11 01:18:31,518 | INFO | nemoguardrails.actions.action_dispatcher | Added autoalign_groundedness_output_api to actions
2026-08-11 01:18:31,519 | INFO | nemoguardrails.actions.action_dispatcher | Added autoalign_input_api to actions
2026-08-11 01:18:31,519 | INFO | nemoguardrails.actions.action_dispatcher | Added autoalign_output_api to actions
2026-08-11 01:18:31,533 | INFO | nemoguardrails.actions.action_dispatcher | Added ClavataCheckAction to actions
2026-08-11 01:18:31,536 | INFO | nemoguardrails.actions.action_dispatcher | Added call cleanlab api to actions
2026-08-11 01:18:31,538 | INFO | nemoguardrails.actions.action_dispatcher | Added content_safety_check_input to actions
2026-08-11 01:18:31,538 | INFO | nemoguardrails.actions.action_dispatcher | Added content_safety_check_output to actions
2026-08-11 01:18:31,538 | INFO | nemoguardrails.actions.action_dispatcher | Added detect_language to actions
2026-08-11 01:18:31,540 | INFO | nemoguardrails.actions.action_dispatcher | Added context_bloat_detection to actions
2026-08-11 01:18:31,544 | INFO | nemoguardrails.actions.action_dispatcher | Added crowdstrike_aidr_guard to actions
2026-08-11 01:18:31,554 | INFO | nemoguardrails.actions.action_dispatcher | Added alignscore_check_facts to actions
2026-08-11 01:18:31,554 | INFO | nemoguardrails.actions.action_dispatcher | Added alignscore request to actions
2026-08-11 01:18:31,554 | INFO | nemoguardrails.actions.action_dispatcher | Added self_check_facts to actions
2026-08-11 01:18:31,556 | INFO | nemoguardrails.actions.action_dispatcher | Added call fiddler faithfulness to actions
2026-08-11 01:18:31,557 | INFO | nemoguardrails.actions.action_dispatcher | Added call fiddler safety on bot message to actions
2026-08-11 01:18:31,557 | INFO | nemoguardrails.actions.action_dispatcher | Added call fiddler safety on user message to actions
2026-08-11 01:18:31,560 | INFO | nemoguardrails.actions.action_dispatcher | Added call gcpnlp api to actions
