2026-08-10 20:03:47,836 | INFO | server.main | Loaded Guardrails custom actions from C:\Users\gaura\OneDrive\Desktop\fde\LLM_Gateways\guardRails\config\actions.py
2026-08-10 20:03:47,837 | INFO | server.main | Loaded Guardrails custom actions from C:\Users\gaura\OneDrive\Desktop\fde\LLM_Gateways\guardRails\config\greeting.py
2026-08-10 20:03:47,838 | INFO | server.main | Loading Guardrails configuration from C:\Users\gaura\OneDrive\Desktop\fde\LLM_Gateways\guardRails\config
2026-08-10 20:03:47,985 | INFO | nemoguardrails.actions.action_dispatcher | Initializing action dispatcher
2026-08-10 20:03:48,042 | INFO | nemoguardrails.actions.action_dispatcher | Added create_event to actions
2026-08-10 20:03:48,043 | INFO | nemoguardrails.actions.action_dispatcher | Added wolfram alpha request to actions
2026-08-10 20:03:48,044 | INFO | nemoguardrails.actions.action_dispatcher | Added retrieve_relevant_chunks to actions
2026-08-10 20:03:48,056 | INFO | nemoguardrails.actions.action_dispatcher | Added call_activefence_api to actions
2026-08-10 20:03:48,058 | INFO | nemoguardrails.actions.action_dispatcher | Added ai_defense_inspect to actions
2026-08-10 20:03:48,059 | INFO | nemoguardrails.actions.action_dispatcher | Added GetAttentionPercentageAction to actions
2026-08-10 20:03:48,059 | INFO | nemoguardrails.actions.action_dispatcher | Added UpdateAttentionMaterializedViewAction to actions
2026-08-10 20:03:48,061 | INFO | nemoguardrails.actions.action_dispatcher | Added autoalign_factcheck_output_api to actions
2026-08-10 20:03:48,061 | INFO | nemoguardrails.actions.action_dispatcher | Added autoalign_groundedness_output_api to actions
2026-08-10 20:03:48,061 | INFO | nemoguardrails.actions.action_dispatcher | Added autoalign_input_api to actions
2026-08-10 20:03:48,062 | INFO | nemoguardrails.actions.action_dispatcher | Added autoalign_output_api to actions
2026-08-10 20:03:48,072 | INFO | nemoguardrails.actions.action_dispatcher | Added ClavataCheckAction to actions
2026-08-10 20:03:48,074 | INFO | nemoguardrails.actions.action_dispatcher | Added call cleanlab api to actions
2026-08-10 20:03:48,076 | INFO | nemoguardrails.actions.action_dispatcher | Added content_safety_check_input to actions
2026-08-10 20:03:48,076 | INFO | nemoguardrails.actions.action_dispatcher | Added content_safety_check_output to actions
2026-08-10 20:03:48,076 | INFO | nemoguardrails.actions.action_dispatcher | Added detect_language to actions
2026-08-10 20:03:48,078 | INFO | nemoguardrails.actions.action_dispatcher | Added context_bloat_detection to actions
2026-08-10 20:03:48,081 | INFO | nemoguardrails.actions.action_dispatcher | Added crowdstrike_aidr_guard to actions
2026-08-10 20:03:48,089 | INFO | nemoguardrails.actions.action_dispatcher | Added alignscore_check_facts to actions
2026-08-10 20:03:48,090 | INFO | nemoguardrails.actions.action_dispatcher | Added alignscore request to actions
2026-08-10 20:03:48,090 | INFO | nemoguardrails.actions.action_dispatcher | Added self_check_facts to actions
2026-08-10 20:03:48,096 | INFO | nemoguardrails.actions.action_dispatcher | Added call fiddler faithfulness to actions
2026-08-10 20:03:48,097 | INFO | nemoguardrails.actions.action_dispatcher | Added call fiddler safety on bot message to actions
2026-08-10 20:03:48,097 | INFO | nemoguardrails.actions.action_dispatcher | Added call fiddler safety on user message to actions
2026-08-10 20:03:48,099 | INFO | nemoguardrails.actions.action_dispatcher | Added call gcpnlp api to actions
2026-08-10 20:03:48,105 | INFO | nemoguardrails.actions.action_dispatcher | Added gliner_detect_pii to actions
2026-08-10 20:03:48,105 | INFO | nemoguardrails.actions.action_dispatcher | Added gliner_mask_pii to actions
2026-08-10 20:03:48,110 | INFO | nemoguardrails.actions.action_dispatcher | Added validate_guardrails_ai_input to actions
2026-08-10 20:03:48,110 | INFO | nemoguardrails.actions.action_dispatcher | Added validate_guardrails_ai_output to actions
2026-08-10 20:03:48,112 | INFO | nemoguardrails.actions.action_dispatcher | Added self_check_hallucination to actions
2026-08-10 20:03:48,115 | INFO | nemoguardrails.actions.action_dispatcher | Added hf_classifier_check_input to actions
2026-08-10 20:03:48,115 | INFO | nemoguardrails.actions.action_dispatcher | Added hf_classifier_check_output to actions
2026-08-10 20:03:48,115 | INFO | nemoguardrails.actions.action_dispatcher | Added hf_classifier_check_retrieval to actions
2026-08-10 20:03:48,120 | INFO | nemoguardrails.actions.action_dispatcher | Added injection_detection to actions
2026-08-10 20:03:48,124 | INFO | nemoguardrails.actions.action_dispatcher | Added jailbreak_detection_heuristics to actions
2026-08-10 20:03:48,124 | INFO | nemoguardrails.actions.action_dispatcher | Added jailbreak_detection_model to actions
2026-08-10 20:03:48,126 | INFO | nemoguardrails.actions.action_dispatcher | Added llama_guard_check_input to actions
2026-08-10 20:03:48,126 | INFO | nemoguardrails.actions.action_dispatcher | Added llama_guard_check_output to actions
2026-08-10 20:03:48,129 | INFO | nemoguardrails.actions.action_dispatcher | Added pangea_ai_guard to actions
2026-08-10 20:03:48,130 | INFO | nemoguardrails.actions.action_dispatcher | Added patronus_api_check_output to actions
2026-08-10 20:03:48,130 | INFO | nemoguardrails.actions.action_dispatcher | Added patronus_lynx_check_output_hallucination to actions
2026-08-10 20:03:48,132 | INFO | nemoguardrails.actions.action_dispatcher | Added call_policyai_api to actions
2026-08-10 20:03:48,135 | INFO | nemoguardrails.actions.action_dispatcher | Added polygraf_detect_pii to actions
2026-08-10 20:03:48,135 | INFO | nemoguardrails.actions.action_dispatcher | Added polygraf_mask_pii to actions
